filename,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128
98034.png,0.0,0.0,0.1848607063293457,0.0,0.09697732329368591,0.0,0.1731697916984558,0.0,0.0,0.0,0.028566479682922363,0.0,0.0,0.027596604079008102,0.0,0.09899589419364929,0.0,0.0,0.0,0.0,0.12756359577178955,0.0,0.0,0.011378370225429535,0.11138603091239929,0.0,0.0,0.0,0.10451461374759674,0.005934407934546471,0.0,0.031077057123184204,0.06936442106962204,0.021224886178970337,0.0,0.002714226022362709,0.06341005861759186,0.17451921105384827,0.0,0.0,0.13660839200019836,0.06702781468629837,0.0,0.06102633476257324,0.0,0.1546567976474762,0.11170917004346848,0.009434008039534092,0.0,0.0,0.04731057211756706,0.0,0.0,0.13674721121788025,0.0,0.06768997013568878,0.1135433092713356,0.011425085365772247,0.05213619023561478,0.19228067994117737,0.21800170838832855,0.0,0.0,0.0,0.0,0.09308446943759918,0.012412885203957558,0.14388491213321686,0.0,0.0,0.0,0.0,0.10993845015764236,0.0,0.0,0.053719375282526016,0.07705036550760269,0.0,0.0,0.0,0.0,0.0,0.2993814945220947,0.08108995854854584,0.15419690310955048,0.0,0.0,0.0,0.035850219428539276,0.04761548340320587,0.0,0.0,0.08245735615491867,0.0,0.0,0.0,0.1943417489528656,0.0,0.02769537642598152,0.0,0.0,0.0,0.011816083453595638,0.3647867739200592,0.036926768720149994,0.01341862790286541,0.0,0.0,0.0,0.1795559823513031,0.0,0.0069334181025624275,0.0,0.0,0.0,0.0,0.0,0.2627885937690735,0.06005914881825447,0.09983272850513458,0.0,0.0,0.038202203810214996,0.0,0.047750066965818405,0.0,0.0,0.0
97805.png,0.0,0.0,0.1381460428237915,0.0,0.04133060574531555,0.0,0.17167165875434875,0.04050864279270172,0.0,0.06314261257648468,0.05159451812505722,0.0,0.0,0.07712120562791824,0.0,0.029128730297088623,0.0,0.016901541501283646,0.0,0.0,0.1520584523677826,0.0,0.0,0.0,0.07239582389593124,0.0,0.0,0.009983403608202934,0.1809624433517456,0.0,0.0,0.0,0.0,0.003170682117342949,0.0,0.0,0.0,0.17944827675819397,0.0,0.0,0.0,0.12089478969573975,0.0,0.025700872763991356,0.0,0.0,0.03233274817466736,0.06129540130496025,0.04792499542236328,0.021060487255454063,0.09833940118551254,0.0,0.0,0.1895044893026352,0.014108328148722649,0.0,0.1436460167169571,0.0,0.0068609220907092094,0.19297632575035095,0.22580347955226898,0.0,0.0,0.0,0.008277356624603271,0.1503543108701706,0.024054689332842827,0.14033108949661255,0.0,0.0,0.0,0.0,0.14370760321617126,0.020883526653051376,0.0,0.0,0.12168756127357483,0.0,0.0,0.0,0.0,0.0,0.24015295505523682,0.14720813930034637,0.23687924444675446,0.0,0.0,0.07658570259809494,0.020914137363433838,0.023343980312347412,0.0,0.0,0.03645880147814751,0.0,0.0,0.0,0.2867622971534729,0.0,0.031787242740392685,0.0,0.0,0.0,0.0,0.2261650264263153,0.019015807658433914,0.14614661037921906,0.0661570131778717,0.0,0.0,0.1369790881872177,0.0,0.0,0.0,0.0828753262758255,0.0,0.027658941224217415,0.0,0.2556209862232208,0.10596964508295059,0.051699668169021606,0.0,0.0,0.0,0.0,0.10816735029220581,0.0350361168384552,0.0,0.12348651885986328
98067.png,0.026495935395359993,0.0,0.08384796231985092,0.0,0.027837593108415604,0.0,0.07303790748119354,0.0,0.0,0.1289178729057312,0.057628486305475235,0.0,0.0,0.0,0.0,0.10209498554468155,0.0,0.0,0.0,0.0,0.09439364075660706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057597070932388306,0.007004838902503252,0.0,0.031607791781425476,0.17123273015022278,0.0,0.0,0.0,0.01355721428990364,0.31365522742271423,0.0,0.08846370875835419,0.14187699556350708,0.02080700546503067,0.08049700409173965,0.04788576439023018,0.0,0.19431859254837036,0.0,0.12051202356815338,0.03911175578832626,0.04335743561387062,0.0785578191280365,0.0,0.0,0.15584643185138702,0.0,0.056062713265419006,0.10048733651638031,0.0,0.0,0.26674312353134155,0.23825731873512268,0.0,0.0,0.0,0.010538974776864052,0.08628243952989578,0.11027757078409195,0.011485826224088669,0.0,0.10790237784385681,0.0,0.0,0.04115789756178856,0.0,0.0,0.07929430902004242,0.0,0.0,0.0,0.0,0.0,0.0,0.25362473726272583,0.059238679707050323,0.1367073655128479,0.0,0.008386729285120964,0.0,0.16312609612941742,0.0,0.0,0.0,0.20045319199562073,0.0,0.0,0.0,0.20043976604938507,0.0,0.09278436005115509,0.0,0.0,0.0,0.0,0.24329319596290588,0.0,0.0,0.0,0.0,0.0,0.12500931322574615,0.05861832946538925,0.0,0.0,0.13973647356033325,0.0,0.0,0.0,0.15877176821231842,0.20430466532707214,0.04976126179099083,0.0,0.0,0.0,0.0,0.06345290690660477,0.0,0.0,0.0
97845.png,0.0,0.0,0.19470153748989105,0.0,0.03489087149500847,0.0,0.15280301868915558,0.12285271286964417,0.0,0.0,0.10150229185819626,0.0,0.0,0.008332406170666218,0.0,0.014692745171487331,0.0,0.0,0.0,0.0,0.0978713259100914,0.004678195808082819,0.0,0.0,0.06265068054199219,0.0,0.0,0.00046264007687568665,0.0,0.031456030905246735,0.0,0.054705116897821426,0.023578189313411713,0.0,0.0,0.03836440294981003,0.0,0.18585102260112762,0.0,0.0,0.0,0.061956051737070084,0.0,0.0,0.0,0.13523051142692566,0.08551249653100967,0.09532500058412552,0.0,0.0,0.018973011523485184,0.0,0.0,0.12433212995529175,0.055095452815294266,0.07737710326910019,0.12838049232959747,0.032482314854860306,0.09256946295499802,0.15161094069480896,0.14911231398582458,0.0,0.0,0.0,0.0,0.03344263881444931,0.04556287080049515,0.21375694870948792,0.0,0.0,0.0,0.16853179037570953,0.12220528721809387,0.0,0.0025878874585032463,0.0,0.0401821993291378,0.0,0.0,0.0,0.0,0.0,0.36540064215660095,0.11004403233528137,0.21023395657539368,0.0,0.0,0.07791867852210999,0.0640513226389885,0.0,0.0,0.0,0.07454212009906769,0.0,0.0,0.0,0.2940606474876404,0.0,0.0,0.0,0.0,0.0,0.0,0.28378942608833313,0.0,0.15970467031002045,0.010014045983552933,0.0,0.0,0.19018475711345673,0.0,0.0,0.0,0.1261770874261856,0.0,0.06247030198574066,0.0,0.2684028744697571,0.1419607549905777,0.12278623133897781,0.0,0.0,0.0,0.0,0.04333706945180893,0.08088752627372742,0.03849564492702484,0.06127774715423584
97815.png,0.0,0.0,0.06428557634353638,0.0,0.16383236646652222,0.0,0.03441080451011658,0.018468376249074936,0.0036391993053257465,0.03510219231247902,0.031315773725509644,0.0,0.0,0.07589111477136612,0.0,0.0,0.0,0.0,0.09195935726165771,0.0,0.018076280131936073,0.05876375734806061,0.04227956384420395,0.0,0.027330933138728142,0.04535016044974327,0.0,0.0,0.16759571433067322,0.0,0.0366031676530838,0.09951047599315643,0.009231939911842346,0.012256437912583351,0.0,0.0,0.0,0.23601309955120087,0.0,0.0,0.017876237630844116,0.1454453319311142,0.005924158729612827,0.0,0.0,0.10864169895648956,0.008803837932646275,0.02783297374844551,0.0,0.045586686581373215,0.03752155601978302,0.0,0.0,0.08413415402173996,0.13076220452785492,0.0,0.07261484116315842,0.0,0.04654950276017189,0.0853532999753952,0.21432021260261536,0.0012541264295578003,0.0,0.0,0.023941121995449066,0.06661583483219147,0.051502928137779236,0.11883298307657242,0.0,0.055219992995262146,0.0,0.05492997542023659,0.06829044967889786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2441864311695099,0.06744059175252914,0.13567432761192322,0.0,0.08505498617887497,0.0,0.08443278819322586,0.0,0.0,0.04816902056336403,0.06573515385389328,0.0,0.0,0.01431957259774208,0.1078992560505867,0.0,0.06280326098203659,0.0,0.0,0.0,0.053559307008981705,0.17710095643997192,0.09534682333469391,0.0,0.0,0.0,0.0,0.04716695845127106,0.0,0.0,0.005431165918707848,0.028872981667518616,0.045736197382211685,0.0,0.0,0.12573300302028656,0.13530601561069489,0.0436483770608902,0.0,0.0,0.113214410841465,0.0,0.17832449078559875,0.0,0.0,0.08135636895895004
97842.png,0.0,0.0,0.1883021891117096,0.0,0.06618589907884598,0.0,0.1467248648405075,0.07719991356134415,0.0,0.07908877730369568,0.0,0.0,0.0,0.04372667893767357,0.0,0.10542429238557816,0.0,0.0,0.0,0.0,0.12285815179347992,0.0,0.0,0.0,0.057869624346494675,0.0,0.0,0.0,0.08454680442810059,0.021257244050502777,0.0,0.025442637503147125,0.04158617556095123,0.045602090656757355,0.0,0.023789867758750916,0.0,0.24394185841083527,0.0,0.0,0.09671600908041,0.09592971950769424,0.003016325179487467,0.0,0.0,0.15669883787631989,0.045146167278289795,0.019332651048898697,0.0,0.029935866594314575,0.12592847645282745,0.0,0.0,0.18239861726760864,0.008219650015234947,0.044496748596429825,0.1251588761806488,0.0,0.0660109892487526,0.13669811189174652,0.253871351480484,0.0,0.0,0.0,0.0,0.007179270964115858,0.0,0.2217710018157959,0.0,0.0,0.0,0.0,0.084251768887043,0.0,0.0,0.03113054484128952,0.12189952284097672,0.0,0.0,0.0,0.0,0.0,0.32148298621177673,0.07352719455957413,0.2162724733352661,0.0,0.011932889930903912,0.05171212926506996,0.1537681370973587,0.0,0.0,0.0,0.05152270942926407,0.0,0.0,0.0,0.254118949174881,0.0,0.0,0.0,0.0,0.0,0.009757953695952892,0.29343339800834656,0.0,0.03845446556806564,0.013615245930850506,0.0,0.0,0.16689522564411163,0.0,0.0,0.0,0.07686321437358856,0.0,0.05580919235944748,0.0,0.188584566116333,0.13125371932983398,0.07175186276435852,0.0,0.0,0.0,0.0,0.07753492146730423,0.0372554175555706,0.024387670680880547,0.06570936739444733
97823.png,0.0,0.0,0.16031035780906677,0.0,0.07195081561803818,0.0,0.1400715708732605,0.06035100668668747,0.007391207851469517,0.0,0.04414515569806099,0.0,0.0,0.1039048582315445,0.0,0.04816516116261482,0.0,0.0,0.0,0.0,0.1379474699497223,0.0,0.02180546149611473,0.0,0.05880388617515564,0.0,0.0,0.03955221548676491,0.10240297764539719,0.050598930567502975,0.0,0.028658119961619377,0.04402075335383415,0.0,0.0,0.0,0.0,0.16374142467975616,0.0,0.0,0.03552795201539993,0.07757794857025146,0.0,0.03476341441273689,0.0,0.03277582302689552,0.053293414413928986,0.008966496214270592,0.0,0.0010806552600115538,0.1050819531083107,0.0,0.0,0.12017331272363663,0.023008819669485092,0.027247224003076553,0.15837568044662476,0.0,0.0,0.1065874695777893,0.21012605726718903,0.0,0.0,0.0,0.0,0.048514679074287415,0.028815722092986107,0.09759125858545303,0.0,0.0,0.0,0.0,0.052228108048439026,0.0,0.0,0.0,0.006476753856986761,0.0,0.0,0.0,0.0,0.0,0.2663927376270294,0.06316553056240082,0.1921733319759369,0.0,0.02953340671956539,0.01890329085290432,0.07813918590545654,0.02121075987815857,0.0,0.0,0.02232963964343071,0.0,0.02236734889447689,0.0,0.27677324414253235,0.0,0.08003803342580795,0.0038844668306410313,0.0,0.0,0.0,0.2471868246793747,0.0,0.06833998113870621,0.07069841772317886,0.004846822936087847,0.0,0.11311303079128265,0.0,0.0,0.0,0.03373933210968971,0.0,0.013141941279172897,0.0,0.14759467542171478,0.06823766976594925,0.06402328610420227,0.0,0.0,0.0,0.0,0.036994196474552155,0.07303841412067413,0.0,0.12560829520225525
97836.png,0.0,0.12501993775367737,0.14294472336769104,0.0,0.12425932288169861,0.0,0.06384777277708054,0.10470395535230637,0.021064450964331627,0.05212489143013954,0.0,0.0,0.0,0.147859126329422,0.0,0.0,0.020918920636177063,0.0,0.0,0.0,0.09555520117282867,0.0,0.0,0.0,0.08955910801887512,0.0,0.0,0.0,0.06321925669908524,0.033617183566093445,0.04217169061303139,0.11497015506029129,0.0,0.11244088411331177,0.0,0.0,0.005362500436604023,0.15114270150661469,0.0,0.0,0.013352963142096996,0.0,0.0,0.059227898716926575,0.0,0.0,0.021636907011270523,0.0,0.0,0.0,0.014147610403597355,0.0,0.0,0.07853975892066956,0.10152769088745117,0.0,0.2249329537153244,0.0048851314932107925,0.05670372396707535,0.029303710907697678,0.17732742428779602,0.0,0.0,0.0,0.01140601560473442,0.0,0.0,0.016003668308258057,0.005449348129332066,0.0,0.0,0.08900779485702515,0.1989183872938156,0.18878160417079926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16594259440898895,0.0,0.21059556305408478,0.0,0.0,0.0,0.0,0.10926447063684464,0.0,0.1018272414803505,0.09872006624937057,0.0,0.0,0.0,0.21064747869968414,0.0,0.0,0.0,0.0,0.019054513424634933,0.0,0.1857142299413681,0.0,0.0675286054611206,0.06773671507835388,0.0,0.0,0.1990472823381424,0.0,0.0,0.0,0.14463144540786743,0.006887524854391813,0.12366848438978195,0.0,0.2852199971675873,0.0,0.0,0.0,0.0,0.09955088794231415,0.0,0.09399579465389252,0.05883711576461792,0.0,0.035328492522239685
98016.png,0.0,0.0,0.17189085483551025,0.0,0.0,0.0,0.13529294729232788,0.029292527586221695,0.0,0.02350512146949768,0.01840873621404171,0.0,0.0,0.06758852303028107,0.0,0.0721929594874382,0.0,0.0,0.0,0.0,0.13578055799007416,0.0,0.0016863661585375667,0.0,0.10012839734554291,0.0,0.0,0.0,0.11953847110271454,0.0,0.0,0.06764212250709534,0.014910280704498291,0.01891639083623886,0.0,0.0,0.005200630519539118,0.15007318556308746,0.0,0.0,0.0,0.0,0.0030668149702250957,0.018064061179757118,0.0,0.03736472874879837,0.08633557707071304,0.046066924929618835,0.0052528390660882,0.06235227733850479,0.04369238391518593,0.0,0.0,0.11156543344259262,0.009622483514249325,0.0011910793837159872,0.14316962659358978,0.0,0.08257046341896057,0.21183563768863678,0.14763620495796204,0.0,0.0,0.009232846088707447,0.0,0.0,0.04916912689805031,0.18963876366615295,0.0,0.0,0.0,0.0007709572091698647,0.08060768991708755,0.021497931331396103,0.006709268316626549,0.003057525958865881,0.04607546702027321,0.0,0.0,0.0,0.0,0.0,0.2434789538383484,0.0,0.17418333888053894,0.0,0.0,0.03371448442339897,0.05255115032196045,0.032482024282217026,0.0,0.0,0.0,0.0,0.0,0.0,0.19676785171031952,0.0,0.022387728095054626,0.0,0.0,0.0,0.0,0.19851826131343842,0.0,0.14682669937610626,0.042054690420627594,0.0,0.0,0.07092742621898651,0.0,0.0,0.0,0.06486593186855316,0.0,0.03501288965344429,0.0,0.23367047309875488,0.03334134817123413,0.06332699954509735,0.0,0.0,0.0,0.0,0.06822635233402252,0.038279030472040176,0.0,0.06638967990875244
97832.png,0.017960602417588234,0.051124539226293564,0.09141352027654648,0.0,0.026546481996774673,0.0,0.15893013775348663,0.013949001207947731,0.0,0.11082106083631516,0.07551395148038864,0.0,0.0,0.09699522703886032,0.0,0.10685528814792633,0.0,0.01157044991850853,0.0,0.0,0.15501506626605988,0.0,0.0,0.0,0.07084434479475021,0.0,0.0,0.014758612960577011,0.10721409320831299,0.0,0.0,0.08196080476045609,0.0063203671015799046,0.0,0.0,0.017071321606636047,0.0,0.21399646997451782,0.0,0.0,0.028079353272914886,0.05452467501163483,0.0,0.0,0.0,0.02107761986553669,0.030784469097852707,0.009125228971242905,0.0,0.007521291729062796,0.017428571358323097,0.0,0.0,0.1540410965681076,0.017532024532556534,0.0,0.0794251561164856,0.0,0.0,0.11611916869878769,0.1832648664712906,0.0,0.0,0.02871719002723694,0.0,0.0665665715932846,0.0,0.1216389611363411,0.0,0.003215215401723981,0.0,0.0,0.13561087846755981,0.04440303146839142,0.0,0.0,0.09200197458267212,0.0,0.0,0.0,0.0,0.0,0.1894364058971405,0.07785272598266602,0.1627277433872223,0.0,0.0,0.0,0.09915035218000412,0.08245713263750076,0.0,0.0,0.10674645751714706,0.0,0.0,0.0,0.20578686892986298,0.0,0.04964175075292587,0.0013600133825093508,0.0,0.06100999563932419,0.0,0.11312402784824371,0.0,0.09213882684707642,0.0,0.0,0.0,0.0666954442858696,0.0,0.0,0.03186416253447533,0.07531993836164474,0.0,0.0,0.0,0.1680295169353485,0.06371412426233292,0.04665612429380417,0.0,0.0,0.0,0.0,0.0863153338432312,0.01505232322961092,0.006919986568391323,0.02422555536031723
