filename,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,image,text,images,labels
98362.png,0.0,0.0,0.1395744532346725,0.0,0.0710844323039054,0.0,0.0238734520971775,0.0,0.0229125097393989,0.0,0.0588141269981861,0.0,0.0,0.0315156914293766,0.0,0.0,0.0,0.0,0.0,0.0,0.0733518227934837,0.0,0.0184171237051486,0.0,0.0270884614437818,0.0,0.0,0.0,0.0970018208026886,0.0,0.0,0.0584421008825302,0.0770437344908714,0.0,0.0,0.0,0.0,0.1613121032714843,0.0,0.047788668423891,0.0771884396672248,0.0333592668175697,0.0,0.0409363284707069,0.0,0.1115642040967941,0.0899104923009872,0.0,0.0137631967663764,0.039108008146286,0.1385462880134582,0.0,0.0,0.0901725590229034,0.0443012751638889,0.0,0.0446323603391647,0.0340739339590072,0.0,0.0503250360488891,0.1450748294591903,0.0,0.0,0.0,0.0,0.0655548796057701,0.0,0.070113867521286,0.0,0.0,0.0,0.0377641543745994,0.1129452064633369,0.0,0.0085110319778323,0.009895090945065,0.0238601714372634,0.0,0.0,0.0,0.0,0.0,0.2158617377281189,0.0584604516625404,0.114585593342781,0.0,0.0,0.0,0.0442135483026504,0.024494219571352,0.0,0.0,0.0249032899737358,0.0,0.0,0.0,0.1721003651618957,0.0,0.0814770981669426,0.0,0.0,0.0013268352486193,0.0,0.2333889156579971,0.0,0.0421151481568813,0.0138614848256111,0.0,0.0,0.1126463264226913,0.0,0.0,0.0,0.0848332792520523,0.0432217232882976,0.0416311472654342,0.0,0.1437194645404815,0.0864236429333686,0.0750924050807952,0.0,0.0,0.0,0.0,0.0853088572621345,0.0107799172401428,0.0043103429488837,0.0307954680174589,98362.png,it's ma'am Iook found a penis,98362.png,[1]
98316.png,0.0,0.029198408126831,0.2648383378982544,0.0,0.051238540560007,0.0,0.0237016566097736,0.0504915937781333,0.0,0.0,0.0256985407322645,0.0,0.0,0.0081250201910734,0.0,0.0,0.0,0.0,0.0,0.0,0.0709877535700798,0.0,0.0,0.0,0.1168565675616264,0.0,0.0,0.0,0.0,0.0384648665785789,0.0,0.0,0.0,0.0292019788175821,0.0,0.0355632044374942,0.0,0.2268150150775909,0.0,0.0,0.0151920113712549,0.0408161915838718,0.0,0.0,0.0,0.069530040025711,0.1698834896087646,0.0,0.0,0.0207488536834716,0.1242778822779655,0.0,0.0,0.1887251138687133,0.0553764104843139,0.0,0.2149868011474609,0.0571047328412532,0.0771455615758895,0.0750292018055915,0.2388944774866104,0.0,0.0,0.0,0.0,0.0575212724506855,0.0254988651722669,0.2023607194423675,0.0,0.0,0.0,0.1698124259710312,0.1919789761304855,0.0664765089750289,0.0271286163479089,0.0,0.1699958592653274,0.0,0.0015750881284475,0.0,0.0,0.0,0.2941448986530304,0.0785970836877822,0.2840479910373688,0.0,0.0,0.0049132164567708,0.0,0.0050364742055535,0.0,0.0,0.0,0.0,0.0,0.0,0.1802867650985717,0.0,0.0573767945170402,0.029535811394453,0.0,0.0,0.0406048707664012,0.3090741634368896,0.0,0.0629695653915405,0.0,0.0,0.0,0.1782985925674438,0.0,0.0234478153288364,0.0,0.1060586795210838,0.0,0.1471169590950012,0.0,0.2526402473449707,0.0888796150684356,0.1152984499931335,0.0,0.0,0.0,0.0,0.0,0.1314949691295623,0.1485408395528793,0.0040673660114407,98316.png,icould have trantuilized that gorilla amd i could have gralbed that kid what kid?,98316.png,[1]
98125.png,0.0495365224778652,0.0,0.1716305017471313,0.0,0.0507698990404605,0.0,0.1360882371664047,0.0764626637101173,0.059149757027626,0.044778898358345,0.0,0.0,0.0,0.0,0.0,0.0273907892405986,0.0,0.0,0.0,0.0,0.1386176645755767,0.0239407122135162,0.0169606544077396,0.0,0.0425390154123306,0.0,0.0,0.0,0.0084740314632654,0.0,0.0,0.1652922183275222,0.0670962184667587,0.0,0.0,0.0492032915353775,0.0,0.1958772540092468,0.0,0.0,0.0860740318894386,0.0,0.0108414711430668,0.0013930601999163,0.0445728376507759,0.1493334472179412,0.0836299657821655,0.008356224745512,0.0084919510409235,0.0096898693591356,0.1402368396520614,0.0,0.0,0.1181443184614181,0.0,0.0,0.1249272227287292,0.0,0.0459054410457611,0.103187583386898,0.1974812150001526,0.0,0.0,0.0,0.0521263554692268,0.0151327969506382,0.0271266419440507,0.2293804287910461,0.0,0.0,0.0,0.0,0.1535046100616455,0.0,0.0,0.0348475165665149,0.1656515151262283,0.0,0.0,0.0,0.0,0.0,0.3597697019577026,0.0715256258845329,0.227415382862091,0.0,0.0,0.0406769439578056,0.0,0.0,0.0,0.0,0.0978016406297683,0.0,0.0,0.0,0.3214263319969177,0.0,0.074790745973587,0.0,0.0,0.0,0.0,0.2522671520709991,0.0950617119669914,0.1889106631278991,0.0,0.0,0.0,0.1433790475130081,0.0,0.0037219561636447,0.0071197720244526,0.0646721944212913,0.0,0.0324996896088123,0.0,0.2754497826099396,0.0429014861583709,0.0947658494114875,0.0,0.0,0.0412495136260986,0.0,0.0203146394342184,0.0323914587497711,0.128396138548851,0.0594298690557479,98125.png,3 ITER TAtic NaAL   WNTERNAT] INTERNATIONAL  ANTERI S A n d | E G ECL Pco ? BON 3 8 INTER TETATTOMAL FTERMT NAL   INTERNATIONAL D ! E 6 0 EG 0 CE H 60 E TERNAT TOMAL INTE LG do vou hate ranist? PCC ON and child molesters? TIONAI ERNA LEG and people who think their ION 20 Tace is superior to all? ITIonaL ohaso you hate mnuslims INTERN )LEG 0 On too huh: good shit,98125.png,[1]
98416.png,0.0,0.0,0.2148890495300293,0.0,0.0078623332083225,0.0,0.0902430340647697,0.0294575802981853,0.0111232977360486,0.0,0.0533115752041339,0.0,0.0,0.1101951599121093,0.0515589006245136,0.0,0.0,0.0,0.0,0.0,0.0847483724355697,0.0,0.0,0.0,0.0587150491774082,0.0,0.0,0.0,0.112800233066082,0.1019476875662803,0.0042408853769302,0.0496897846460342,0.0,0.059720616787672,0.0,0.0,0.0,0.2288339138031005,0.0,0.0,0.0,0.1480407118797302,0.0,0.0,0.0,0.0538207367062568,0.0395088866353035,0.0,0.0,0.0178506262600421,0.0379646494984626,0.0,0.0,0.0477223843336105,0.0155386682599782,0.105580098927021,0.0939182415604591,0.0,0.0489006042480468,0.0686312764883041,0.1457828134298324,0.0,0.0,0.0,0.0,0.0810711756348609,0.0,0.1414579451084137,0.0411045998334884,0.0,0.0,0.0311506204307079,0.0436144657433033,0.0,0.0,0.0,0.0878122970461845,0.0,0.0229410585016012,0.0,0.0,0.0,0.1093375459313392,0.1931235194206237,0.0978613495826721,0.0,0.0756002813577652,0.0,0.1202976256608963,0.0104339765384793,0.0058258492499589,0.0304886922240257,0.12614506483078,0.0169317983090877,0.0,0.0,0.0957027226686477,0.0,0.0194778516888618,0.0120012955740094,0.0,0.0089385639876127,0.0,0.1803749203681945,0.0583088248968124,0.0,0.1239340603351593,0.0,0.0,0.1550691574811935,0.0,0.0,0.0184053406119346,0.0,0.0,0.0,0.0,0.0677712187170982,0.0,0.0704223960638046,0.0,0.0,0.0334220305085182,0.0,0.0154976025223732,0.0084598809480667,0.0,0.0477704554796218,98416.png,this is really out of mein kampfert zone,98416.png,[1]
98654.png,0.0,0.0,0.1984823942184448,0.0,0.0203446261584758,0.0,0.0702215358614921,0.0441596321761608,0.0,0.0435701347887516,0.0,0.0,0.0,0.0550674982368946,0.0,0.0972506254911422,0.0,0.0074517745524644,0.0,0.0,0.1892101913690567,0.0,0.0291925594210624,0.0,0.0165868699550628,0.0,0.0,0.0,0.0495448000729084,0.0,0.0,0.0535414293408393,0.0908182263374328,0.0276070069521665,0.0,0.0490353405475616,0.0,0.2122438699007034,0.0,0.0,0.0616567097604274,0.0950634106993675,0.0,0.0423997826874256,0.0,0.1500621736049652,0.0456230193376541,0.0,0.0,0.0187802501022815,0.1515716314315796,0.0,0.0,0.1697222292423248,0.0,0.0592371486127376,0.1206358596682548,0.0,0.0393237397074699,0.144948273897171,0.2769972085952759,0.0,0.0,0.0,0.0,0.0206437464803457,0.0217725504189729,0.1757624745368957,0.0,0.0,0.0,0.0388660840690135,0.0373107977211475,0.0,0.0,0.070600226521492,0.0794316604733467,0.0,0.0,0.0,0.0,0.0,0.3659492433071136,0.0622076019644737,0.2636955678462982,0.0,0.0162989236414432,0.0720677524805069,0.0607915483415126,0.0,0.0,0.0,0.1598490178585052,0.0,0.0,0.0,0.3195886313915252,0.0,0.0210386998951435,0.0,0.0,0.0,0.0,0.3829712569713592,0.0,0.0493108294904232,0.0,0.0,0.0,0.1723979115486145,0.0,0.0,0.0,0.0143544096499681,0.0,0.0211976878345012,0.0,0.2068682312965393,0.2291178256273269,0.1326760947704315,0.0,0.0,0.0,0.0,0.1071542799472808,0.0611588954925537,0.0,0.0732287839055061,98654.png,@hat face she [akes Mhenammedhk Meg-sp01,98654.png,[1]
98723.png,0.0,0.0,0.2241342216730117,0.0,0.0522002577781677,0.0,0.065163716673851,0.0,0.0,0.0013834610581398,0.0166666805744171,0.0,0.0,0.0573564022779464,0.0,0.0604906305670738,0.0,0.0,0.0,0.0,0.1283204555511474,0.0,0.0,0.0,0.1168250069022178,0.0,0.0,0.0,0.0842080637812614,0.0385540351271629,0.0,0.0591636709868907,0.0315966382622718,0.034734807908535,0.0,0.0015093851834535,0.0,0.2352535128593444,0.0,0.0,0.0678479224443435,0.1001656800508499,0.0,0.0211344230920076,0.0,0.1556770205497741,0.1102977097034454,0.0211467798799276,0.0029524294659495,0.0352364443242549,0.1475016474723816,0.0,0.0,0.1342104524374008,0.0,0.0665903389453888,0.1221695765852928,0.0117512559518218,0.0442684479057788,0.1525660306215286,0.2543850243091583,0.0,0.0,0.0,0.0,0.0695919916033744,0.0041092354804277,0.1320832520723343,0.0,0.0,0.0,0.0484253019094467,0.1442269533872604,0.0,0.0,0.0,0.1235567703843116,0.0,0.0,0.0,0.0,0.0,0.3154579699039459,0.0589337721467018,0.2659760415554046,0.0,0.0,0.0093767140060663,0.0757229328155517,0.0312738344073295,0.0,0.0,0.1034784913063049,0.0,0.0,0.0,0.241643413901329,0.0,0.0342262014746665,0.0,0.0,0.0,0.0,0.3326193988323211,0.0,0.0430883839726448,0.0,0.0,0.0,0.1413103640079498,0.0,0.0,0.0,0.0560147315263748,0.0,0.0824006348848342,0.0,0.1852928549051284,0.1350215822458267,0.055418960750103,0.0,0.0,0.0,0.0,0.0748296082019805,0.0321684852242469,0.0,0.0,98723.png,"ibbed (be media [bllames violence 0u blaclz people [e""te fiorgottew the crachersy",98723.png,[1]
01264.png,0.0157184544950723,0.0,0.1828924119472503,0.0,0.0683515965938568,0.0,0.0525531321763992,0.0,0.0,0.0018204096704721,0.0317764468491077,0.0,0.0,0.0,0.0783397257328033,0.0855155140161514,0.0,0.0,0.0,0.0,0.0782785862684249,0.0,0.0481564663350582,0.0099288830533623,0.0690387114882469,0.0,0.0,0.0,0.071910947561264,0.0,0.0,0.0340016409754753,0.0613580346107482,0.0045848842710256,0.0,0.0,0.0,0.0672763362526893,0.0,0.1027984768152237,0.0,0.0781756490468978,0.0,0.0594670251011848,0.0,0.1873148828744888,0.0128512028604745,0.0668656229972839,0.0,0.0026927744038403,0.1528927534818649,0.0,0.0,0.1528592407703399,0.0,0.1252405643463134,0.1569837182760238,0.0,0.0,0.0924829021096229,0.1994895190000534,0.0,0.0,0.0775667503476142,0.0,0.0540559403598308,0.0555883385241031,0.089446797966957,0.0,0.0,0.0,0.0,0.0,0.0,0.0437480397522449,0.0173385590314865,0.0,0.0,0.0,0.0,0.0,0.0,0.2384025007486343,0.0549062564969062,0.1179524064064025,0.0,0.0592993311583995,0.0,0.100981630384922,0.0004394892603158,0.0,0.0,0.1215965077280998,0.0,0.0,0.0,0.1417761445045471,0.0,0.1204138547182083,0.0,0.0,0.0,0.0,0.2885802090167999,0.0,0.0278518460690975,0.0122516695410013,0.0,0.0214240904897451,0.1157953292131424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433289669454097,0.0738121420145034,0.0169042833149433,0.0,0.0,0.0875250548124313,0.0,0.0212649833410978,0.0,0.0466881953179836,0.0568000078201293,01264.png,vou're a special kinda nuts arentyou?,01264.png,[1]
06127.png,0.0,0.0,0.1879296153783798,0.0,0.0191886182874441,0.0,0.155872493982315,0.0,0.0139842499047517,0.0247471518814563,0.0605172775685787,0.0,0.0,0.072243683040142,0.0,0.0751776024699211,0.0,0.0,0.0,0.0,0.1593603044748306,0.0,0.0,0.0,0.1524440646171569,0.0,0.0,0.0,0.1016973257064819,0.0436612702906131,0.0,0.0621955543756485,0.027973860502243,0.0,0.0,0.0048791728913784,0.0,0.1919582635164261,0.0,0.0,0.0534892082214355,0.0926375314593315,0.0,0.0157015826553106,0.0,0.0858851820230484,0.0875840708613395,0.0,0.0724043622612953,0.0,0.0764107406139373,0.0,0.0,0.1261012256145477,0.0,0.0741592198610305,0.1758584827184677,0.0064813625067472,0.0137915778905153,0.2261751145124435,0.2232180386781692,0.0,0.0,0.0,0.0,0.0,0.0524279475212097,0.1554253697395324,0.0,0.0,0.0,0.0338606834411621,0.1615665555000305,0.0227956213057041,0.0270455032587051,0.0333431400358676,0.0477547980844974,0.0,0.0,0.0,0.0,0.0,0.3263716101646423,0.0647579878568649,0.1990675777196884,0.0,0.0,0.0236235298216342,0.072022944688797,0.0,0.0,0.0,0.0865180268883705,0.0,0.0,0.0,0.2713185846805572,0.0,0.0,0.0,0.0,0.0052375341765582,0.0,0.3244126737117767,0.0,0.0541360899806022,0.0324079692363739,0.0,0.0,0.1322607100009918,0.0,0.0,0.0,0.0605299621820449,0.0,0.0565303042531013,0.0,0.2222435176372528,0.1360877454280853,0.0408271253108978,0.0,0.0,0.0399345569312572,0.0,0.0368902683258056,0.0518143996596336,0.1093658730387687,0.0,06127.png,when Vou ask the stoke [atient to| smile,06127.png,[1]
06123.png,0.0,0.0,0.2063991874456405,0.0,0.097806729376316,0.0,0.0885769873857498,0.0,8.671625982969999e-05,0.0745707303285598,0.0833153277635574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1155755147337913,0.0,0.0,0.0,0.110804982483387,0.0,0.0,0.0301825199276208,0.0373383238911628,0.0,0.0,0.0260650217533111,0.0833664685487747,0.0,0.0,0.0,0.0,0.1941597312688827,0.0,0.0,0.0682051107287406,0.0848123356699943,0.0,0.0311080776154994,0.0,0.124381311237812,0.0471361726522445,0.0650042220950126,0.0251935962587595,0.0,0.0187611188739538,0.0,0.0,0.0947990864515304,0.0,0.0328432470560073,0.1545850187540054,0.0,0.0471315644681453,0.1545473337173462,0.1855625212192535,0.0,0.0,0.0,0.0,0.017251644283533,0.0382803007960319,0.1309345811605453,0.0,0.0,0.0,0.0,0.1045982241630554,0.0044085541740059,0.0,0.0,0.0665539428591728,0.0,0.0,0.0,0.0,0.0,0.2718119919300079,0.1166592016816139,0.294720321893692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1109646558761596,0.0,0.0,0.0,0.2298444360494613,0.0,0.0013790000230073,0.0,0.0,0.0,0.0,0.3090434074401855,0.0,0.0,0.0,0.0,0.0,0.0273513309657573,0.0,0.001385997980833,0.0,0.0438882522284984,0.0,0.0,0.0,0.2274231612682342,0.121228314936161,0.01267702691257,0.0,0.0,0.0,0.0,0.0085652526468038,0.0238598026335239,0.0470232404768466,0.029248422011733,06123.png,a group Of mem,06123.png,[0]
06153.png,0.0,0.0,0.1173078492283821,0.0,0.0379863306879997,0.0,0.0,0.0,0.0788319855928421,0.0,0.088712602853775,0.0459260642528533,0.0,0.0026214481331408,0.0675887390971183,0.0215629003942012,0.0,0.0,0.0,0.0,0.0381253957748413,0.0028004543855786,0.0,0.0,0.0978178605437278,0.0,0.0622382909059524,0.0,0.0571562349796295,0.0,0.0,0.0421630851924419,0.029892100021243,0.1607338935136795,0.0,0.0,0.0,0.1607947051525116,0.0,0.0,0.0441872291266918,0.0608402900397777,0.104863092303276,0.0256672911345958,0.0,0.0873823836445808,0.1016553491353988,0.0,0.0,0.0208312291651964,0.1190488263964653,0.0,0.0,0.0820373892784118,0.0576414242386817,0.109350211918354,0.0651306957006454,0.0,0.0404261723160743,0.0455016940832138,0.0975091382861137,0.0,0.0,0.0,0.0,0.0112540647387504,0.0,0.1117065399885177,0.0,0.0,0.0,0.0818924233317375,0.154282733798027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1633356064558029,0.1194286793470382,0.0702543258666992,0.0,0.0,0.0352065935730934,0.037359595298767,0.0,0.0,0.0,0.0,0.0,0.0129641387611627,0.0,0.0467111431062221,0.0,0.0,0.0,0.0,0.0,0.0560778267681598,0.1622844636440277,0.0,0.0815432220697403,0.0397967807948589,0.0,0.0,0.2438098192214965,0.0,0.0,0.0,0.0539117008447647,0.0,0.0,0.0,0.1550455540418625,0.0784162133932113,0.0,0.0,0.0,0.0,0.0,0.1042369976639747,0.018099196255207,0.0,0.0,06153.png,had a bad dream about the ku klux klan 931,06153.png,[1]
